setattrs_latency_avg,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
297,7.3e-05,6.8e-05,6.4e-05,6.2e-05,6.6e-05,7.1e-05,6.5e-05,6.3e-05,6.7e-05,6.5e-05,7.3e-05,6.5e-05,7.6e-05,6.9e-05,6.8e-05,6.8e-05,7e-05,7.5e-05,7.2e-05,7.1e-05,7.7e-05,7.9e-05,7.3e-05,6.6e-05,6.3e-05,6.3e-05,7.4e-05,7.3e-05,6.5e-05,5.9e-05,6.4e-05,6.5e-05
298,5.4e-05,5.6e-05,5.8e-05,5.1e-05,4.9e-05,5.5e-05,5.3e-05,5.4e-05,4.9e-05,4.8e-05,5.1e-05,4.7e-05,4.8e-05,4.9e-05,5.1e-05,4.9e-05,6.9e-05,6.2e-05,6.9e-05,6.9e-05,7e-05,6.6e-05,7.1e-05,7.2e-05,5.1e-05,5.6e-05,5e-05,5e-05,5.4e-05,5.6e-05,5.2e-05,5.9e-05
299,5.7e-05,5.1e-05,4.6e-05,5e-05,5.5e-05,5.2e-05,5.1e-05,5.2e-05,5.3e-05,5.6e-05,5.3e-05,5.4e-05,5.5e-05,5.1e-05,5.6e-05,5.9e-05,5.2e-05,6.2e-05,5.8e-05,5.5e-05,6.2e-05,5.7e-05,6.2e-05,5.8e-05,5.4e-05,5e-05,5.5e-05,4.9e-05,5e-05,5.2e-05,5.3e-05,5e-05
300,5.8e-05,5.4e-05,5.8e-05,6.8e-05,6.7e-05,7e-05,6.7e-05,6.2e-05,6e-05,6.1e-05,6.1e-05,6.4e-05,6e-05,6e-05,5.5e-05,5.9e-05,5e-05,5e-05,4.8e-05,4.8e-05,4.3e-05,5.5e-05,4.7e-05,4.6e-05,5.8e-05,6.4e-05,6.4e-05,5.7e-05,6.5e-05,6.1e-05,5.8e-05,5.6e-05
301,6.6e-05,6.5e-05,6.6e-05,6.3e-05,6e-05,5.9e-05,6.4e-05,6.4e-05,7.8e-05,6.9e-05,6.7e-05,6.8e-05,7.1e-05,6.9e-05,6.9e-05,7.1e-05,5.7e-05,6e-05,6.1e-05,6.5e-05,6.5e-05,5.9e-05,6.7e-05,6.2e-05,6.4e-05,6.9e-05,7e-05,6.3e-05,7e-05,6.9e-05,6e-05,5.9e-05
302,6.9e-05,7e-05,7.2e-05,7.6e-05,7.5e-05,7.3e-05,7.2e-05,7.4e-05,7.6e-05,7e-05,7.3e-05,7.6e-05,6.7e-05,7.1e-05,7.6e-05,7e-05,6.3e-05,6.3e-05,5.9e-05,5.5e-05,6e-05,5.6e-05,6.5e-05,6e-05,6.8e-05,7.3e-05,7.3e-05,7.4e-05,7.5e-05,7.5e-05,7.1e-05,7.8e-05
303,5.5e-05,5.3e-05,5.2e-05,5.5e-05,5.1e-05,4.8e-05,5.1e-05,5.4e-05,5.1e-05,5.2e-05,5e-05,4.9e-05,5.3e-05,5e-05,5.4e-05,5.1e-05,7.4e-05,6.9e-05,8.3e-05,7.4e-05,7.3e-05,7.8e-05,7.7e-05,6.8e-05,5.2e-05,5.1e-05,5.2e-05,5.1e-05,4.7e-05,4.7e-05,4.9e-05,5.2e-05
304,6.6e-05,5.4e-05,5e-05,4.9e-05,5.9e-05,5.7e-05,5.8e-05,4.8e-05,5.4e-05,5.6e-05,5.3e-05,5.3e-05,4.9e-05,4.8e-05,5.7e-05,5.9e-05,5.2e-05,5.6e-05,5.5e-05,5.5e-05,5.4e-05,5.7e-05,5.3e-05,5.5e-05,5.9e-05,5.8e-05,5.1e-05,4.9e-05,5.2e-05,5e-05,6e-05,5.5e-05
305,5.4e-05,5.9e-05,4.8e-05,5.5e-05,5.6e-05,5.5e-05,5.5e-05,5.2e-05,6e-05,5.7e-05,5.6e-05,5.6e-05,5.4e-05,5.1e-05,4.7e-05,5.4e-05,5.3e-05,5.4e-05,5.5e-05,5e-05,4.9e-05,4.9e-05,5e-05,5e-05,5.1e-05,5.3e-05,5.5e-05,5.4e-05,6.1e-05,6e-05,5.4e-05,5.3e-05
306,6.5e-05,6.2e-05,6.9e-05,7e-05,7e-05,7.2e-05,6.4e-05,6.3e-05,7.2e-05,6.6e-05,7.1e-05,6.9e-05,7.5e-05,7e-05,6.7e-05,6.5e-05,5e-05,5.1e-05,5.8e-05,6.1e-05,5.4e-05,4.9e-05,5.8e-05,5.7e-05,6.9e-05,7e-05,6.6e-05,6.7e-05,7.4e-05,7.2e-05,6.6e-05,6.5e-05
307,5.9e-05,6.6e-05,6.5e-05,6.6e-05,5.7e-05,5.7e-05,6.1e-05,5.7e-05,7.1e-05,8e-05,6.1e-05,5.8e-05,6.8e-05,5.9e-05,6.1e-05,6.4e-05,6.7e-05,7e-05,5.9e-05,5.4e-05,7.1e-05,6.6e-05,7.1e-05,6.5e-05,5.8e-05,6.2e-05,6.3e-05,6.3e-05,6.4e-05,5.9e-05,5.8e-05,5.9e-05
308,6.7e-05,6.8e-05,6.5e-05,7.4e-05,6.6e-05,6.8e-05,6.8e-05,7.9e-05,5.9e-05,5.7e-05,6.6e-05,6.5e-05,6.4e-05,5.9e-05,6.3e-05,5.7e-05,5.9e-05,6e-05,6.3e-05,5.9e-05,6.2e-05,6.1e-05,6e-05,6.6e-05,6.4e-05,6.5e-05,6.9e-05,7.2e-05,7.2e-05,7e-05,6.7e-05,6.7e-05
309,5.6e-05,5.6e-05,5.5e-05,5.9e-05,5.4e-05,5.9e-05,5.5e-05,5.5e-05,5.9e-05,5.8e-05,5.7e-05,5.5e-05,5.7e-05,5.6e-05,6.4e-05,6e-05,6.5e-05,7.1e-05,7.2e-05,7.1e-05,7e-05,7.2e-05,6.6e-05,6.9e-05,5.5e-05,5.8e-05,5.6e-05,5.7e-05,5.1e-05,5.3e-05,5.1e-05,5.5e-05
310,6.1e-05,5.8e-05,5.3e-05,5.1e-05,5.7e-05,5.9e-05,5.6e-05,5.1e-05,5.2e-05,5e-05,5.4e-05,5.7e-05,5.3e-05,5.5e-05,5.8e-05,5.6e-05,5.6e-05,5.5e-05,5.3e-05,5.3e-05,4.9e-05,5.3e-05,5.5e-05,5.6e-05,5.7e-05,5.1e-05,5.6e-05,4.9e-05,5.2e-05,5.3e-05,5.5e-05,5.8e-05
311,6.6e-05,6.1e-05,5.7e-05,7e-05,6.2e-05,6e-05,6e-05,5.9e-05,5.6e-05,6e-05,5.6e-05,5.8e-05,5.8e-05,5.8e-05,5.6e-05,5.4e-05,5.7e-05,6e-05,5.6e-05,5.3e-05,5.1e-05,4.9e-05,5.9e-05,4.9e-05,5.6e-05,6.4e-05,6.5e-05,6.3e-05,6e-05,6.3e-05,6.5e-05,6.2e-05
312,6e-05,6.4e-05,6.6e-05,6.9e-05,6.4e-05,6.9e-05,6.5e-05,6.3e-05,7.2e-05,7.8e-05,6.5e-05,6.4e-05,6.8e-05,7.2e-05,6.5e-05,6.2e-05,5e-05,5.1e-05,6e-05,6e-05,5.9e-05,6.1e-05,5.6e-05,5.7e-05,6.6e-05,6.5e-05,7e-05,7.4e-05,6.3e-05,6.9e-05,6.9e-05,6.6e-05
313,8.3e-05,7.5e-05,7.7e-05,7.2e-05,7.2e-05,6.9e-05,7.7e-05,7.9e-05,7.3e-05,8.3e-05,7.7e-05,7.1e-05,6.7e-05,7.4e-05,6.5e-05,7.4e-05,5.9e-05,6.2e-05,5.8e-05,5.6e-05,6.2e-05,6.3e-05,6.6e-05,6.2e-05,7.5e-05,8.3e-05,7.5e-05,7.8e-05,7.6e-05,7.3e-05,7.4e-05,8e-05
314,5.5e-05,5.9e-05,5.7e-05,5.8e-05,5.2e-05,5.6e-05,5.6e-05,5.6e-05,5.2e-05,5.2e-05,6.1e-05,5.4e-05,5.2e-05,5.2e-05,5.5e-05,5.4e-05,6.9e-05,8e-05,7.5e-05,7.4e-05,7.7e-05,7.6e-05,6.8e-05,7.8e-05,5.3e-05,5.9e-05,5.5e-05,5.7e-05,5.5e-05,5.5e-05,5.7e-05,6e-05
315,5.8e-05,5.7e-05,5.2e-05,5.1e-05,5.2e-05,5.6e-05,5.2e-05,5.1e-05,5.4e-05,5.9e-05,5.2e-05,5.2e-05,5.2e-05,5.1e-05,5.9e-05,5.8e-05,5.8e-05,5.7e-05,5.4e-05,5.6e-05,5.4e-05,5.6e-05,5.7e-05,5.9e-05,5.2e-05,5.1e-05,5e-05,5.1e-05,4.9e-05,5e-05,4.7e-05,4.8e-05
316,7e-05,6.4e-05,6.7e-05,6.7e-05,7.8e-05,7.2e-05,6.7e-05,6.9e-05,7e-05,6.3e-05,6.8e-05,7.3e-05,6.7e-05,6.9e-05,6.9e-05,7e-05,5.2e-05,5.4e-05,5.6e-05,5.1e-05,4.8e-05,4.9e-05,5.2e-05,5.3e-05,6.8e-05,6.9e-05,6.8e-05,6.9e-05,7.1e-05,7.3e-05,6.9e-05,6.8e-05
317,6e-05,6.2e-05,6e-05,6.5e-05,5.8e-05,5.3e-05,6.2e-05,6.2e-05,6.5e-05,5.7e-05,6e-05,5.8e-05,6e-05,5.6e-05,5.1e-05,6.2e-05,7.1e-05,6.9e-05,7e-05,7.1e-05,6.2e-05,7.3e-05,8.2e-05,7.4e-05,5.8e-05,6.1e-05,5.9e-05,6.3e-05,5.5e-05,6.1e-05,6.2e-05,6e-05
318,4.8e-05,5e-05,4.9e-05,5.4e-05,5.6e-05,5.9e-05,5.7e-05,5.2e-05,5.7e-05,5.6e-05,6e-05,5.6e-05,5.8e-05,4.9e-05,5.4e-05,5.2e-05,5.8e-05,5.5e-05,6e-05,6.7e-05,5.4e-05,5.6e-05,5.8e-05,5.8e-05,5.1e-05,5.3e-05,4.9e-05,4.8e-05,5.3e-05,5.7e-05,6.1e-05,6e-05
319,7e-05,8.1e-05,8.3e-05,7.1e-05,6.9e-05,6.9e-05,7.1e-05,7.3e-05,8.4e-05,8.3e-05,6.8e-05,6.5e-05,6.9e-05,7.3e-05,6.6e-05,6.5e-05,5.2e-05,5e-05,4.8e-05,4.8e-05,5.6e-05,5.4e-05,4.8e-05,5e-05,7.7e-05,7.5e-05,7.8e-05,7.6e-05,7.1e-05,7.5e-05,7e-05,7.2e-05
320,4.8e-05,4.7e-05,4.5e-05,5e-05,4.7e-05,4.6e-05,4.5e-05,4.5e-05,4.1e-05,4.2e-05,4.9e-05,4.9e-05,4.1e-05,4.5e-05,5e-05,5.5e-05,7e-05,7.4e-05,7.5e-05,7.2e-05,7.1e-05,7.4e-05,7.1e-05,7.8e-05,4.5e-05,4.6e-05,4.9e-05,5.2e-05,4.4e-05,4.7e-05,4.5e-05,4.6e-05
321,7.3e-05,6.1e-05,6.1e-05,6.9e-05,6.7e-05,6.5e-05,7e-05,6.6e-05,7.1e-05,6.8e-05,6.5e-05,6.2e-05,6.3e-05,6.7e-05,6.9e-05,7.6e-05,4.7e-05,5e-05,4.9e-05,5e-05,4.4e-05,4.7e-05,4.8e-05,4.8e-05,5.8e-05,6e-05,8.4e-05,8.1e-05,6.6e-05,5.9e-05,7.1e-05,6.5e-05
322,6.5e-05,7.1e-05,6.8e-05,6.5e-05,6.7e-05,6.2e-05,6.4e-05,6e-05,6.1e-05,6.3e-05,5.9e-05,5.5e-05,6.2e-05,6e-05,6.3e-05,7.4e-05,6.6e-05,6.8e-05,6.3e-05,6.4e-05,6.4e-05,6.3e-05,6.8e-05,6.4e-05,6.2e-05,6.3e-05,6.1e-05,5.7e-05,6.9e-05,6.1e-05,6.7e-05,6e-05
323,5e-05,5.8e-05,5.4e-05,5.8e-05,5.4e-05,5.4e-05,5.6e-05,5.1e-05,6.6e-05,5.9e-05,6.2e-05,5.6e-05,5.6e-05,5.8e-05,5.3e-05,5.4e-05,6.4e-05,6.8e-05,5.9e-05,6.1e-05,6.2e-05,6.1e-05,6.3e-05,6.2e-05,5.6e-05,5.3e-05,5.6e-05,5.3e-05,5.4e-05,5.9e-05,5.4e-05,5.6e-05
324,6e-05,5.8e-05,6.3e-05,6.3e-05,6.5e-05,6.1e-05,6.4e-05,6.1e-05,6.2e-05,6.1e-05,6.7e-05,6.2e-05,6.6e-05,6e-05,6.6e-05,6.1e-05,5.6e-05,5.7e-05,5.7e-05,5.6e-05,5.8e-05,5.6e-05,4.8e-05,5.4e-05,6.4e-05,5.9e-05,5.8e-05,5.5e-05,6.4e-05,6.3e-05,6.8e-05,7.7e-05
325,6.3e-05,5.5e-05,5.8e-05,6.1e-05,5.1e-05,5e-05,5.3e-05,5.3e-05,5.6e-05,5.4e-05,5.2e-05,5.7e-05,4.9e-05,5.4e-05,5.6e-05,6e-05,6.1e-05,5.9e-05,5.9e-05,6.4e-05,5.9e-05,5.9e-05,6.3e-05,5.6e-05,5.8e-05,5.6e-05,6.1e-05,6e-05,5.5e-05,6e-05,5.4e-05,5.3e-05
326,5.4e-05,5.9e-05,5e-05,4.8e-05,5e-05,4.8e-05,4.7e-05,5.1e-05,5.3e-05,5.6e-05,5.8e-05,6.5e-05,5.6e-05,5.6e-05,6e-05,6e-05,5.4e-05,5.8e-05,5.9e-05,5.9e-05,5.8e-05,5.7e-05,5.8e-05,6e-05,4.9e-05,4.8e-05,5.4e-05,5.6e-05,5.3e-05,4.9e-05,4.9e-05,5e-05
327,7e-05,6.2e-05,6.5e-05,6.6e-05,6.9e-05,6.5e-05,6.3e-05,6.7e-05,6.9e-05,5.9e-05,5.9e-05,6.2e-05,6.3e-05,6e-05,6.2e-05,6.5e-05,5.4e-05,5.5e-05,5.5e-05,5.8e-05,4.7e-05,4.7e-05,5.2e-05,5.5e-05,6.7e-05,6.6e-05,7.3e-05,7.9e-05,6.2e-05,6.1e-05,6.4e-05,6.3e-05
328,6.5e-05,7.2e-05,6.8e-05,6.8e-05,7.1e-05,6.7e-05,6.7e-05,6.5e-05,7.7e-05,7.1e-05,6.9e-05,6.7e-05,7.4e-05,7.1e-05,6.7e-05,6.4e-05,6.2e-05,6.5e-05,6.5e-05,6.2e-05,6.5e-05,6.6e-05,6.7e-05,6.8e-05,6.6e-05,6.7e-05,7.1e-05,7.6e-05,7e-05,7.2e-05,7.5e-05,6.9e-05
329,5.4e-05,5.7e-05,5.8e-05,5.5e-05,6.1e-05,5.6e-05,6.2e-05,5.9e-05,5.7e-05,5.2e-05,5.7e-05,5.4e-05,5.5e-05,6.6e-05,5.9e-05,5.5e-05,6.7e-05,7.5e-05,6.6e-05,6e-05,6.5e-05,6.9e-05,7.2e-05,7.4e-05,5.7e-05,5.7e-05,5.5e-05,5.6e-05,6.3e-05,6e-05,5.5e-05,6.1e-05
330,6.1e-05,5.8e-05,6.2e-05,6.4e-05,6.1e-05,6e-05,6e-05,6.9e-05,6.3e-05,6.1e-05,6.9e-05,6e-05,6.3e-05,5.8e-05,6.1e-05,6.2e-05,5.6e-05,5.1e-05,5.8e-05,5.8e-05,5.3e-05,5.7e-05,5.3e-05,5.2e-05,5.8e-05,5.4e-05,5.3e-05,5.4e-05,5.8e-05,5.9e-05,6.9e-05,6.2e-05
331,5.2e-05,5.1e-05,5.2e-05,5.4e-05,4.2e-05,4.1e-05,4.7e-05,4.8e-05,4.8e-05,5e-05,5.1e-05,5.1e-05,4.8e-05,5e-05,5e-05,5.5e-05,5.8e-05,5.8e-05,5.8e-05,5.5e-05,6.3e-05,6e-05,6e-05,5.9e-05,4.7e-05,4.8e-05,5.5e-05,5.1e-05,5.1e-05,5e-05,4.6e-05,4.5e-05
332,7.2e-05,6.8e-05,7.2e-05,7.3e-05,7.1e-05,6.4e-05,7e-05,6.8e-05,7.5e-05,7.4e-05,6.4e-05,6.2e-05,7.2e-05,7.8e-05,7.2e-05,7e-05,5.3e-05,5.4e-05,4.8e-05,4.8e-05,4.5e-05,5e-05,5.5e-05,5.3e-05,6.8e-05,7.7e-05,7e-05,7.5e-05,7.2e-05,7.2e-05,6.9e-05,7.2e-05
333,6.8e-05,6.9e-05,6e-05,6.7e-05,6.5e-05,6.8e-05,6.5e-05,6.1e-05,6.2e-05,6.5e-05,6.5e-05,6.8e-05,6.4e-05,6e-05,7e-05,6.2e-05,7.1e-05,7.8e-05,7.3e-05,6.7e-05,7.1e-05,7.5e-05,6.9e-05,7e-05,6.1e-05,6e-05,8.2e-05,7.4e-05,6.4e-05,6.5e-05,6.8e-05,6.5e-05
334,6.4e-05,6.5e-05,6e-05,6.1e-05,6e-05,6e-05,6.2e-05,5.6e-05,6.4e-05,6.2e-05,6.4e-05,6.1e-05,6.2e-05,6e-05,6.3e-05,6.8e-05,5.9e-05,6.3e-05,7.1e-05,6.6e-05,5.8e-05,6.9e-05,6.7e-05,6.1e-05,6.5e-05,6.5e-05,5.8e-05,5.8e-05,6.1e-05,6.2e-05,6.2e-05,6.4e-05
335,6.9e-05,6.3e-05,6.7e-05,6.4e-05,6.6e-05,6.3e-05,6.6e-05,7e-05,7.1e-05,6.4e-05,6.8e-05,6.7e-05,6.3e-05,7e-05,6.2e-05,6.7e-05,5.5e-05,5.2e-05,6.1e-05,5.7e-05,5.3e-05,5.6e-05,6.6e-05,6.4e-05,6.5e-05,6.6e-05,6.8e-05,6.1e-05,6.5e-05,6.8e-05,6.7e-05,6.9e-05
336,4.3e-05,4.4e-05,4.6e-05,5.1e-05,5e-05,4.7e-05,4.4e-05,4.3e-05,4.9e-05,5e-05,5.1e-05,4.9e-05,4.4e-05,4.6e-05,4.6e-05,4.9e-05,5.8e-05,6.3e-05,7e-05,7.1e-05,6.6e-05,6.2e-05,6e-05,6.8e-05,4.6e-05,4.1e-05,4.6e-05,4.5e-05,4.4e-05,4.9e-05,4.8e-05,4.5e-05
337,5.7e-05,5.6e-05,5.1e-05,5.9e-05,4.5e-05,4.4e-05,5.6e-05,5.2e-05,5.9e-05,5.2e-05,4.6e-05,4.9e-05,5e-05,5.3e-05,6.4e-05,5.4e-05,4.7e-05,5.1e-05,4.7e-05,4.3e-05,4.6e-05,4.9e-05,4.7e-05,4.3e-05,5.1e-05,5.6e-05,5.7e-05,5.2e-05,5.5e-05,6.1e-05,4.6e-05,4.7e-05
338,6.4e-05,6.2e-05,6.2e-05,6.3e-05,6.5e-05,6.6e-05,6.3e-05,6e-05,6.3e-05,6e-05,6.6e-05,6.5e-05,5.9e-05,6.4e-05,5.7e-05,6.3e-05,5.4e-05,5.5e-05,5.6e-05,5.2e-05,5.3e-05,5e-05,5.2e-05,5.1e-05,6.2e-05,6.2e-05,6.3e-05,6.2e-05,6.5e-05,6.4e-05,5.8e-05,5.9e-05
339,6e-05,5.7e-05,5.3e-05,5.9e-05,6.3e-05,6e-05,5.8e-05,5.2e-05,5.5e-05,5.8e-05,6.3e-05,6.1e-05,5.8e-05,6e-05,6e-05,5.5e-05,6.3e-05,6.8e-05,6.3e-05,6.4e-05,6.2e-05,6.1e-05,5.8e-05,6.1e-05,5.8e-05,6.2e-05,4.8e-05,5.3e-05,5.6e-05,6.3e-05,5.7e-05,5.5e-05
340,5.6e-05,4.6e-05,6.1e-05,5.8e-05,6.1e-05,6.2e-05,6.3e-05,6e-05,6.2e-05,6e-05,6.1e-05,6.1e-05,5.8e-05,5.9e-05,5.1e-05,5.9e-05,5.7e-05,6.4e-05,6.8e-05,5.6e-05,5.8e-05,5.7e-05,5.7e-05,5.9e-05,5.8e-05,5.7e-05,5.7e-05,5.7e-05,6.3e-05,6.2e-05,5.6e-05,5.2e-05
341,6.6e-05,6.4e-05,6.2e-05,6.3e-05,6.6e-05,5.8e-05,6.7e-05,6.5e-05,6.5e-05,6.5e-05,6.1e-05,5.9e-05,5.7e-05,7e-05,5.7e-05,6.3e-05,5.9e-05,6.1e-05,5.4e-05,6.1e-05,6e-05,5.8e-05,5.1e-05,5.3e-05,6.1e-05,5.7e-05,7.6e-05,6.4e-05,6e-05,6.2e-05,6.2e-05,6.5e-05
342,6e-05,6.1e-05,5.7e-05,5.8e-05,5.9e-05,5.7e-05,5.2e-05,5.9e-05,6.7e-05,6.2e-05,5.3e-05,5.6e-05,6.3e-05,6.4e-05,6e-05,6.2e-05,5.6e-05,5e-05,5.9e-05,5.6e-05,6.6e-05,6.8e-05,7.1e-05,6e-05,6.1e-05,6e-05,6.8e-05,6.2e-05,6.4e-05,5.7e-05,5.6e-05,5.6e-05
343,6e-05,5.7e-05,5.7e-05,5.9e-05,5.4e-05,5.3e-05,6e-05,6.3e-05,5.3e-05,5.1e-05,5.8e-05,5.4e-05,5.7e-05,6.2e-05,5.7e-05,6.1e-05,6.3e-05,5.7e-05,6.1e-05,6.2e-05,5.8e-05,5.8e-05,6.7e-05,6e-05,5.7e-05,6e-05,5.7e-05,5.5e-05,5.8e-05,6.1e-05,5e-05,5.2e-05
344,6.3e-05,6e-05,6.5e-05,5.1e-05,7.5e-05,6.1e-05,6.6e-05,6.1e-05,6.9e-05,6.2e-05,7.5e-05,6.4e-05,6.7e-05,6.1e-05,6.8e-05,6.2e-05,5.7e-05,5.6e-05,5.7e-05,5.8e-05,5.8e-05,6.4e-05,6.3e-05,5.5e-05,7e-05,7.2e-05,7.1e-05,6.7e-05,6.9e-05,7.8e-05,6.4e-05,6.9e-05
345,5.4e-05,5.9e-05,6.3e-05,6.3e-05,5.8e-05,6.5e-05,6.4e-05,6.1e-05,6.8e-05,6.1e-05,5.8e-05,6.2e-05,6.3e-05,6.8e-05,5.8e-05,5.9e-05,6.5e-05,7.3e-05,6.5e-05,6.5e-05,6.2e-05,6.4e-05,6.2e-05,6.6e-05,7.4e-05,7.1e-05,5.7e-05,6.2e-05,6.1e-05,6.1e-05,6.3e-05,5.9e-05
346,5.8e-05,5.6e-05,5.4e-05,6e-05,5.9e-05,6.1e-05,5.6e-05,5.6e-05,4.8e-05,5.6e-05,5.7e-05,5.7e-05,5.5e-05,5.1e-05,5.3e-05,5.3e-05,6e-05,6.3e-05,6.3e-05,6.3e-05,6e-05,6.7e-05,6.2e-05,6.1e-05,4.9e-05,5.1e-05,5.2e-05,5.2e-05,5.6e-05,7e-05,5e-05,5.3e-05
347,6.1e-05,5.9e-05,6e-05,6e-05,6.2e-05,5.9e-05,6e-05,6e-05,6.5e-05,6.5e-05,6.3e-05,6.4e-05,6.2e-05,5.8e-05,5.9e-05,6.1e-05,5.2e-05,5.9e-05,6e-05,5.9e-05,5.5e-05,5.4e-05,5.2e-05,5.9e-05,6.8e-05,6.9e-05,5.9e-05,6.5e-05,6e-05,7.7e-05,5.7e-05,6.5e-05
348,7.2e-05,7.2e-05,6.7e-05,7.2e-05,6.9e-05,7e-05,6.9e-05,7.1e-05,6.8e-05,6.2e-05,6e-05,6.2e-05,6.4e-05,5.9e-05,7e-05,6.2e-05,5.2e-05,5.1e-05,5.3e-05,5e-05,5.5e-05,5.7e-05,5.8e-05,5.8e-05,6.9e-05,5.9e-05,7.5e-05,6.8e-05,6.8e-05,6e-05,7e-05,6.2e-05
349,6.3e-05,5.8e-05,5.7e-05,6.6e-05,5.2e-05,5.3e-05,6.2e-05,5.9e-05,6.2e-05,5.6e-05,6.2e-05,6.1e-05,6.6e-05,6.1e-05,7.3e-05,7.2e-05,6.5e-05,6.6e-05,6.9e-05,6.6e-05,6.7e-05,6.4e-05,6.5e-05,6.5e-05,6.8e-05,7.6e-05,6.9e-05,5.8e-05,6.3e-05,6.4e-05,6.2e-05,6.2e-05
350,5.3e-05,5.9e-05,5.4e-05,6.2e-05,6.3e-05,6.3e-05,6.3e-05,6.1e-05,5.2e-05,5.6e-05,5.3e-05,5.6e-05,5.5e-05,5.9e-05,4.6e-05,4.5e-05,6.4e-05,5.8e-05,6e-05,6e-05,6.2e-05,6.5e-05,5.4e-05,5.9e-05,5.1e-05,4.9e-05,5.1e-05,4.7e-05,5.7e-05,5.2e-05,4.9e-05,5.3e-05
351,8.2e-05,7e-05,6.9e-05,7.5e-05,7.7e-05,7.1e-05,7e-05,7.1e-05,7.4e-05,6.7e-05,6.7e-05,7.3e-05,6.8e-05,7.3e-05,6.5e-05,6.8e-05,5.8e-05,6.5e-05,5.8e-05,5.6e-05,6.4e-05,5.7e-05,5.8e-05,5.4e-05,6.8e-05,7.5e-05,6.1e-05,6.5e-05,7.2e-05,6.8e-05,6.6e-05,7.7e-05
352,6.5e-05,5.6e-05,5.5e-05,5.8e-05,5.9e-05,5.2e-05,6e-05,5.2e-05,6.1e-05,5.7e-05,5.8e-05,5.4e-05,4.8e-05,5.2e-05,5.2e-05,5.9e-05,6.6e-05,7.2e-05,7.3e-05,6.6e-05,6.9e-05,6.9e-05,6.7e-05,6.7e-05,5e-05,4.9e-05,5.6e-05,5.1e-05,5.9e-05,5.7e-05,5.8e-05,5.7e-05
353,5.9e-05,5.7e-05,5.7e-05,5.5e-05,6.1e-05,6.1e-05,4.5e-05,5.4e-05,6.3e-05,6e-05,5.7e-05,6.1e-05,5.7e-05,5.8e-05,6.1e-05,5.8e-05,5.5e-05,5.3e-05,5.7e-05,5.1e-05,6.1e-05,6.2e-05,5.4e-05,6e-05,6.7e-05,6.6e-05,6.5e-05,6.5e-05,6.3e-05,5.8e-05,6.4e-05,6.7e-05
354,6e-05,6.1e-05,6.3e-05,5.9e-05,5.3e-05,5e-05,6.4e-05,6.9e-05,6.2e-05,5.6e-05,5.9e-05,5.8e-05,6.1e-05,6e-05,6.2e-05,6.4e-05,5.5e-05,6e-05,5.5e-05,5.5e-05,5.4e-05,4.9e-05,5.5e-05,5.5e-05,6.1e-05,6e-05,6.2e-05,6.1e-05,6.2e-05,6.3e-05,5.7e-05,5.9e-05
355,6.1e-05,5.9e-05,6.1e-05,5.4e-05,6.1e-05,6.5e-05,6.2e-05,6.4e-05,5e-05,5.4e-05,5.8e-05,6e-05,5.7e-05,5.9e-05,5.7e-05,5.9e-05,6.1e-05,6.4e-05,5.8e-05,6.3e-05,5.9e-05,6.3e-05,6.2e-05,7.2e-05,5.4e-05,5.6e-05,5.2e-05,5e-05,5.7e-05,5.8e-05,5.4e-05,5.6e-05
356,5.9e-05,5.4e-05,6.1e-05,5.9e-05,6.5e-05,6.3e-05,6.3e-05,6.1e-05,6.2e-05,6.3e-05,6.1e-05,6.5e-05,5.9e-05,6e-05,6.5e-05,5.7e-05,6.7e-05,6.5e-05,6.6e-05,6.3e-05,6.3e-05,6.2e-05,5.9e-05,5.6e-05,6.5e-05,6.5e-05,6.4e-05,6e-05,6.3e-05,6.3e-05,6e-05,5.9e-05
