op_w_in_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
415,3412209664,3724398592,3603771392,3333341184,3395854336,3774394368,3525185536,3397967872,3449819136,3720544256,3496787968,3600310272,3435905024,3638235136,3471814656,3598659584,3560828928,3536723968,3578245120,3510575104,3399712768,3493150720,3571412992,3449176064,3678642176,3536166912,3667910656,3698024448,3448733696,3438972928,3959107584,3533660160
416,3417632768,3732070400,3610267648,3340337152,3401539584,3782877184,3532824576,3403677696,3456806912,3728146432,3503398912,3607158784,3442528256,3645796352,3478323200,3605598208,3568803840,3546136576,3587796992,3520151552,3408949248,3502297088,3579944960,3457146880,3685654528,3542630400,3674918912,3704778752,3455676416,3445563392,3966484480,3540500480
417,3425107968,3739881472,3618349056,3347316736,3408908288,3790684160,3540217856,3410870272,3465678848,3738189824,3512606720,3615711232,3451179008,3655929856,3487645696,3615367168,3575451648,3552911360,3594563584,3527225344,3415945216,3509452800,3587694592,3463475200,3695136768,3551526912,3684438016,3714789376,3465052160,3454898176,3977265152,3549396992
418,3432308736,3747348480,3625762816,3354329088,3416154112,3798192128,3547566080,3418513408,3473428480,3746512896,3520028672,3624787968,3458945024,3663323136,3495837696,3623546880,3583623168,3561467904,3602370560,3534778368,3423850496,3517784064,3596292096,3471298560,3703431168,3559436288,3692638208,3722571776,3473498112,3462594560,3986120704,3557765120
419,3442745344,3759067136,3636989952,3365330944,3426467840,3810209792,3558285312,3428798464,3483095040,3756920832,3530981376,3635367936,3469414400,3673575424,3505750016,3633463296,3590533120,3568812032,3609542656,3541880832,3430977536,3525152768,3602841600,3478175744,3713335296,3569205248,3702689792,3732819968,3482673152,3471929344,3996413952,3566870528
420,3452297216,3769843712,3646431232,3373449216,3434524672,3822170112,3567030272,3438182400,3491004416,3767603200,3540520960,3643801600,3477078016,3682930688,3513790464,3643633664,3601747968,3578281984,3620417536,3552362496,3441319936,3535605760,3613495296,3488092160,3722842112,3578421248,3712610304,3743137792,3492204544,3481145344,4006559744,3576713216
421,3460481024,3778498560,3656892416,3381989376,3443789824,3829751808,3576619008,3446317056,3501334528,3777183744,3549487104,3654569984,3488354304,3693203456,3524390912,3652718592,3611770880,3589885952,3631230976,3562426368,3451682816,3546296320,3624448000,3497492480,3732574208,3587321856,3721158656,3751796736,3500687360,3489210368,4016816128,3585347584
422,3466522624,3783827456,3661713408,3387813888,3449503744,3835482112,3582152704,3452076032,3505213440,3781128192,3553710080,3660029952,3492085760,3698065408,3529342976,3656589312,3622404096,3597975552,3640328192,3571843072,3459940352,3555172352,3633676288,3506778112,3739176960,3593117696,3727364096,3757768704,3506941952,3495059456,4023259136,3591225344
423,3472556032,3791282176,3668615168,3394502656,3456761856,3843022848,3589115904,3458650112,3513774080,3789541376,3561725952,3666685952,3500306432,3706187776,3536273408,3664609280,3626364928,3603218432,3645145088,3576705024,3464896512,3560984576,3638501376,3512074240,3747209216,3600941056,3736129536,3765903360,3514003456,3502555136,4033024000,3599290368
424,3482091520,3800911872,3679408128,3404206080,3465580544,3853570048,3598921728,3468283904,3522416640,3799662592,3570692096,3676327936,3508936704,3715633152,3545653248,3674587136,3634819072,3612098560,3653951488,3586076672,3472941056,3569147904,3647717376,3521220608,3756896256,3610132480,3745566720,3776430080,3524251648,3512250368,4042833920,3609509888
425,3491373056,3810693120,3689119744,3414851584,3475001344,3865214976,3608584192,3476529152,3532255232,3809050624,3580198912,3685494784,3517898752,3725332480,3554955264,3684036608,3643043840,3619545088,3661828096,3593232384,3481456640,3577413632,3655913472,3528482816,3766349824,3619713024,3754266624,3785199616,3532611584,3520962560,4053151744,3618111488
426,3499569152,3820376064,3697721344,3421401088,3483119616,3873509376,3616120832,3485458432,3540205568,3818868736,3589320704,3694682112,3526873088,3734597632,3563540480,3693293568,3653398528,3629797376,3673251840,3604168704,3490668544,3587305472,3666120704,3538546688,3774869504,3627782144,3763245056,3793678336,3540647936,3529224192,4062527488,3626889216
427,3507548160,3829194752,3705712640,3429388288,3491061760,3882397696,3624538112,3493150720,3549192192,3829047296,3598708736,3703865344,3535409152,3744370688,3572867072,3702755328,3663790080,3639877632,3682951168,3614429184,3499823104,3597754368,3676024832,3547856896,3785764864,3638431744,3773394944,3803373568,3549659136,3538292736,4073025536,3635982336
428,3517825024,3839762432,3715624960,3438305280,3500003328,3892588544,3634233344,3502583808,3558449152,3838283776,3607461888,3712991232,3544870912,3753734144,3581837312,3712184320,3671777280,3648622592,3691028480,3621638144,3508072448,3605651456,3684184064,3556618240,3794055168,3646496768,3782062080,3814301696,3558801408,3547095040,4084019200,3645067264
429,3522998272,3845468160,3721748480,3444318208,3506130944,3899666432,3640651776,3509010432,3567419392,3845685248,3614298112,3720278016,3551485952,3760967680,3589812224,3720331264,3681361920,3658502144,3701133312,3631677440,3517485056,3615838208,3694116864,3565965312,3802726400,3654877184,3790135296,3822501888,3566915584,3555479552,4092153856,3653672960
430,3534139392,3857629184,3733409792,3455442944,3517153280,3911884800,3652239360,3519815680,3574923264,3855880192,3624001536,3730063360,3560988672,3770388480,3598274560,3728695296,3689439232,3664723968,3707437056,3637886976,3525570560,3621978112,3700846592,3572654080,3810439168,3663523840,3798872064,3831087104,3575021568,3563884544,4101959680,3661459456
431,3541573632,3865878528,3741622272,3463659520,3524464640,3920424960,3659567104,3527790592,3583705088,3865280512,3632893952,3738845184,3570225152,3779817472,3607465984,3738042368,3697938432,3674259456,3717570560,3647488000,3532988416,3631566848,3711373312,3582382080,3819577344,3671998464,3808546816,3840393216,3583594496,3572236288,4112134144,3670073344
432,3548282880,3873075200,3748884480,3469602816,3531464704,3927781376,3666825216,3533799424,3591716864,3873546240,3640176640,3747069952,3577905152,3787616256,3614687232,3746357248,3707813888,3683708928,3727728640,3657048064,3541807104,3640938496,3720708096,3591892992,3827765248,3679678464,3816861696,3848757248,3591294976,3580706816,4121018368,3677655040
433,3556028416,3881230336,3756797952,3477131264,3539111936,3936550912,3675103232,3541508096,3599958016,3883048960,3650535424,3757449216,3586478080,3796213760,3625320448,3754844160,3715977216,3691782144,3735732224,3665408000,3550068736,3648536576,3729039360,3599794176,3836661760,3688968192,3826802688,3857571840,3600064512,3588714496,4131373056,3686727680
434,3564421120,3890323456,3765305344,3484938240,3546578944,3945357312,3683160064,3549188096,3606564864,3889680384,3655503872,3762364416,3592278016,3803254784,3630166016,3761790976,3724005376,3699408896,3743965184,3672842240,3557236736,3655872512,3737264128,3606843392,3844038656,3695747072,3833016320,3864117248,3607175168,3595378688,4138442752,3693522944
435,3573469184,3900506112,3774210048,3493412864,3555643392,3955572736,3692576768,3557732352,3616772096,3900542976,3665698816,3773960192,3602968576,3813859328,3640578048,3774144512,3730665472,3706515456,3751174144,3680841728,3564359680,3663818752,3744358400,3614412800,3856338944,3706490880,3843907584,3875241984,3618603008,3605262336,4151685120,3704078336
436,3583643648,3911540736,3785031680,3504238592,3566071808,3967066112,3703009280,3568562176,3625775104,3911057408,3675209728,3782365184,3611795456,3823407104,3649093632,3781881856,3741995008,3717124096,3761410048,3691630592,3574263808,3673780224,3755413504,3623866368,3864260608,3714404352,3853070336,3884515328,3625984000,3613790208,4160450560,3712573440
437,3590422528,3918671872,3793543168,3510890496,3572621312,3974041600,3710468096,3575005184,3635908608,3920744448,3684515840,3792805888,3620769792,3833229312,3658280960,3791400960,3748167680,3723583488,3768934400,3697963008,3581325312,3681140736,3762454528,3631693824,3874254848,3724361728,3863515136,3894927360,3635781632,3623280640,4171497472,3722432512
438,3599695872,3929284608,3802001408,3520114688,3582021632,3984449536,3719192576,3584704512,3642826752,3928817664,3692056576,3799592960,3628044288,3841093632,3666079744,3799650304,3759128576,3734671360,3779366912,3707949056,3591409664,3691102208,3772760064,3642355712,3882622976,3731984384,3871215616,3902480384,3643551744,3631071232,4179329024,3729817600
439,3606802432,3936337920,3808890880,3526717440,3589062656,3991961600,3726225408,3591176192,3650064384,3937116160,3700224000,3808174080,3636535296,3850055680,3673563136,3807551488,3766321152,3741331456,3786563584,3715629056,3598319616,3698167808,3780718592,3649146880,3890794496,3739705344,3879727104,3910979584,3650957312,3638763520,4189048832,3738447872
440,3614793728,3945865216,3818090496,3535286272,3597131776,4001505280,3735416832,3599749120,3659792384,3947597824,3711848448,3818446848,3646160896,3859918848,3684618240,3818672128,3775692800,3750309888,3796008960,3724775424,3606949888,3706957824,3789680640,3657830400,3901657088,3752108032,3890610176,3922604032,3660730368,3648315392,4200869888,3748110336
441,3626008576,3957252096,3829125120,3546406912,3609014272,4013723648,3746099200,3611160576,3669884928,3958439936,3720359936,3829678080,3657396224,3870474240,3695353856,3829817344,3783483392,3759087616,3803967488,3731578880,3614900224,3713421312,3797180416,3664613376,3912519680,3761217536,3903705088,3935043584,3673112576,3660365824,4211240960,3758563328
442,3636285440,3969609728,3840995328,3556446208,3618820096,4025032704,3757019136,3621892096,3679023104,3968569344,3730239488,3838689280,3665145856,3881312256,3702943744,3838160896,3794018304,3768913920,3814780928,3742928896,3624869888,3724349440,3808346112,3675373568,3922579456,3770761216,3911417856,3942793216,3680911360,3668099072,4221890560,3768938496
443,3643936768,3977224192,3848478720,3563294720,3625787392,4032892928,3764269056,3628912640,3685646336,3975528448,3737014272,3845627904,3671871488,3888390144,3709730816,3845115904,3804844032,3779158016,3825676288,3753648128,3634421760,3734917120,3818319872,3684970496,3928600576,3776499712,3917639680,3949146112,3686916096,3674312704,4229550080,3775668224
444,3650433024,3985068032,3855593472,3569127424,3632521216,4040978432,3770458112,3635941376,3693879296,3984535552,3744874496,3853586432,3679670272,3896819712,3718152192,3853508608,3811975168,3786657792,3833298944,3760771072,3642212352,3742257152,3826565120,3692568576,3937251328,3785396224,3926831104,3958431744,3694956544,3682820096,4238819328,3783700480
445,3657785344,3992969216,3865047040,3577135104,3639693312,4049334272,3778232320,3642953728,3701170176,3992805376,3752632320,3861532672,3688312832,3905376256,3726094336,3861041152,3819610112,3794034688,3840319488,3768762368,3649150976,3750174720,3833393152,3700092928,3945869312,3793387520,3936555008,3967021056,3703336960,3690635264,4248842240,3791863808
446,3666804736,4002500608,3873447936,3585429504,3648032768,4058984448,3787636736,3652378624,3710128128,4002459648,3761709056,3870752768,3695767552,3913900032,3734650880,3870470144,3828273152,3802517504,3849187328,3776385024,3657043968,3758407680,3841699840,3707576320,3955077120,3803250688,3944284160,3975745536,3712471040,3700961280,4257472512,3801915392
447,3675496448,4012294144,3882500096,3593658368,3656630272,4068569088,3796398080,3660943360,3721445376,4013604864,3772334080,3881226240,3706658816,3924566016,3745214464,3882860544,3836538880,3810455552,3857035264,3784695808,3664637952,3766272000,3849793536,3715477504,3968139264,3814547456,3956121600,3987668992,3721977856,3710267392,4269576192,3812511744
448,3686207488,4023930880,3893518336,3604090880,3667091456,4080521216,3807195136,3671724032,3730735104,4023476224,3781320704,3892273152,3715715072,3935682560,3754913792,3891109888,3846537216,3822227456,3866431488,3794325504,3674271744,3775451136,3860754432,3725672448,3975979008,3823484928,3965095936,3997065216,3731542016,3718483968,4280303616,3820462080
449,3693027328,4031217664,3901460480,3610501120,3674177536,4088414208,3814297600,3678433280,3737239552,4031717376,3788738560,3898691584,3721916416,3942150144,3762184192,3898396672,3857559552,3831541760,3877203968,3805990912,3684380672,3785691136,3870547968,3735097344,3984207872,3831521280,3971760128,4004405248,3737485312,3725111296,4286889984,3828080640
450,3700912128,4040470528,3910627328,3618607104,3683078144,4097679360,3823214592,3686838272,3744833536,4038602752,3795705856,3905794048,3729444864,3950530560,3769008128,3906146304,3864231936,3838218240,3883991040,3812249600,3691085824,3792736256,3876605952,3742072832,3992068096,3836866560,3980709888,4012675072,3744985088,3733188608,4296302592,3835904000
451,3707711488,4047233024,3916800000,3624964096,3689488384,4104482816,3829465088,3692793856,3754512384,4050804736,3805417472,3918397440,3738931200,3961151488,3778719744,3917852672,3872215040,3845750784,3892011008,3820265472,3698896896,3801100288,3885219840,3749703680,4003135488,3847847936,3992088576,4023177216,3755798528,3743846400,4309934080,3846328320
452,3718815744,4060020736,3928600576,3636244480,3700555776,4116770816,3840491520,3703898112,3763994624,4058406912,3814727680,3925389312,3748323328,3970277376,3787939840,3925614592,3880366080,3854319616,3900530688,3828211712,3706793984,3809124352,3893387264,3757092864,4014694400,3858628608,4002127872,4034011136,3766603776,3753349120,4319346688,3856039936
453,3727659008,4069732352,3938140160,3644387328,3708870656,4125999104,3849588736,3713273856,3772002304,4069322752,3825664000,3937112064,3756912640,3981172736,3797721088,3936432128,3890888704,3864317952,3910426624,3838525440,3716599808,3819122688,3903250432,3767132160,4023037952,3866537984,4011155456,4042522624,3774214144,3762155520,4329840640,3865530368
454,3736936448,4079353856,3947573248,3653439488,3717033984,4136517632,3858726912,3720962048,3780513792,4077826048,3833454592,3944820736,3765411840,3988967424,3805634560,3944624128,3899375616,3872714752,3918995456,3846942720,3725201408,3828178944,3912110080,3775905792,4032512000,3875024896,4020391936,4051693568,3783143424,3770851328,4339781632,3874770944
455,3744301056,4087803904,3954778112,3660410880,3724853248,4144181248,3866341376,3729256448,3787632640,4085317632,3841093632,3952435200,3773370368,3996585984,3813253120,3952537600,3910193152,3882991616,3930120192,3857379328,3735613440,3837997056,3921833984,3786035200,4040437760,3882762240,4028473344,4059750400,3790458880,3778486272,4348272640,3882577920
456,3751518208,4095873024,3962519552,3667173376,3731992576,4152111104,3873996800,3736616960,3796758528,4094758912,3849220096,3961544704,3782152192,4005060608,3821621248,3961241600,3917570048,3891081216,3937034240,3864768512,3742314496,3846029312,3930218496,3793387520,4051324928,3892813824,4038668288,4070154240,3800223744,3788255232,4359053312,3892219904
457,3761221632,4106625024,3972485120,3676794880,3741896704,4161757184,3883700224,3745755136,3805446144,4105342976,3859701760,3970351104,3790786560,4015661056,3831865344,3970854912,3924996096,3898601472,3944521728,3871547392,3749023744,3853504512,3937722368,3800297472,4061560832,3902898176,4049707008,4081152000,3810353152,3798863872,4370632704,3902017536
458,3771318272,4117413888,3982852096,3686273024,3751866368,4173398016,3894284288,3756490752,3815956480,4116619264,3870351360,3982442496,3801878528,4026830848,3842523136,3982155776,3934740480,3908759552,3955564544,3881582592,3758899200,3862781952,3948347392,3810463744,4070821888,3911933952,4059119616,4090318848,3819208704,3807817728,4380999680,3911319552
459,3779780608,4126715904,3991691264,3694682112,3760226304,4182704128,3903315968,3764846592,3822714880,4124770304,3877883904,3988963328,3808698368,4034957312,3849347072,3989372928,3944374272,3917688832,3964305408,3891040256,3767951360,3872501760,3956940800,3819028480,4077158400,3918012416,4065136640,4096430080,3824713728,3813654528,4387631104,3917406208
460,3785990144,4133863424,3998715904,3700776960,3766452224,4189773824,3909951488,3771297792,3829534720,4131401728,3884843008,3996459008,3815014400,4042100736,3856068608,3997171712,3953045504,3927191552,3973189632,3899961344,3776921600,3881881600,3965456384,3827531776,4084420608,3924885504,4072402944,4104204288,3831238656,3820515328,4395597824,3924361216
461,3792838656,4141248512,4005335040,3707580416,3773222912,4197412864,3916935168,3778039808,3836162048,4138086400,3890618368,4002230272,3820658688,4048150528,3862163456,4003106816,3960725504,3933724672,3980886016,3907268608,3783524352,3888279552,3973328896,3834892288,4092506112,3933917184,4082151424,4113190912,3838996480,3829420032,4407160832,3932200960
462,3802660864,4151914496,4015292416,3718668288,3782672384,4206350336,3927195648,3788931072,3846950912,4148695040,3900583936,4013031424,3831263232,4058734592,3872034816,4014383104,3966361600,3939807232,3987525632,3913953280,3789496320,3894837248,3979767808,3841523712,4104577024,3945168896,4093059072,4125343744,3849605120,3840221184,4417384448,3942961152
463,3812323328,4163002368,4025614336,3726630912,3792433152,4218122240,3937251328,3797082112,3856932864,4162244608,3912368128,4023480320,3842088960,4069400576,3882958848,4026265600,3976503296,3950526464,3998531584,3923816448,3799404544,3904684032,3990044672,3851542528,4116639744,3955126272,4104077312,4136562688,3860697088,3850235904,4430110720,3954622464
464,3822931968,4174778368,4038606848,3738865664,3804295168,4230545408,3950866432,3808112640,3867758592,4172492800,3922853888,4034592768,3852394496,4081471488,3893813248,4036141056,3986571264,3960811520,4007837696,3933163520,3808534528,3914555392,4000415744,3861499904,4124672000,3964436480,4114513920,4145250304,3869446144,3859791872,4439031808,3963187200
465,3831947264,4184670208,4046090240,3745980416,3812323328,4240089088,3958136832,3817279488,3874467840,4179206144,3929075712,4041125888,3858542592,4088053760,3900293120,4042485760,3999232000,3971371008,4019494912,3944034304,3819859968,3925798912,4012646400,3872321536,4133122048,3971780608,4121796608,4152766464,3876548608,3867123712,4447821824,3971280896
466,3840053248,4192419840,4053405696,3753467904,3819606016,4248223744,3965460480,3824758784,3882790912,4187922432,3937468416,4050112512,3866537984,4096790528,3908538368,4051140608,4006940672,3979771904,4027830272,3953221632,3828649984,3934629888,4020449280,3880890368,4141432832,3980214272,4130209792,4161986560,3885953024,3874955264,4457127936,3979849728
467,3846713344,4200656896,4061544448,3760779264,3827503104,4256301056,3973881856,3832094720,3890561024,4196806656,3944939520,4058796032,3874226176,4105195520,3916918784,4059856896,4014817280,3987279872,4035530752,3960623104,3835478016,3941691392,4027822080,3888013312,4149608448,3988316160,4137824256,4171444224,3893157888,3882389504,4466335744,3987595264
468,3857117184,4212146176,4072525824,3770281984,3835736064,4267200512,3982692352,3842056192,3899797504,4206399488,3953836032,4067921920,3882987520,4115320832,3925954560,4068913152,4022075392,3994615808,4043636736,3967578112,3843059712,3949903872,4036075520,3896168448,4160958464,3999170560,4149370880,4182425600,3903614976,3892715520,4477771776,3998728192
469,3866279936,4222988288,4081930240,3779350528,3846811648,4277518336,3993538560,3851153408,3910795264,4216819712,3964473344,4078436352,3893342208,4125560832,3935621120,4079489024,4031451136,4003184640,4054921216,3976642560,3854106624,3958292480,4045144064,3907117056,4170747904,4008869888,4160110592,4191416320,3913781248,3902517248,4490002432,4007755776
470,3875979264,4232499200,4091953152,3789090816,3856719872,4288061440,4004249600,3860819968,3918364672,4226174976,3973005312,4086775808,3901415424,4134969344,3944460288,4088303616,4042498048,4014333952,4064456704,3987582976,3862089728,3970211840,4056313856,3915874304,4177223680,4015849472,4166451200,4198936576,3919659008,3909140480,4497412096,4015190016
471,3881951232,4239622144,4098252800,3795165184,3861905408,4294406144,4009889792,3866562560,3924029440,4232822784,3980189696,4093173760,3907969024,4141445120,3951222784,4094595072,4052918272,4024119296,4074471424,3997622272,3872051200,3979522048,4066697216,3925176320,4187672576,4024184832,4174794752,4207763456,3929276416,3917381632,4506058752,4023369728
472,3891023872,4248633344,4108840960,3804655616,3871604736,4304404480,4018851840,3876073472,3934363648,4243640320,3990077440,4103647232,3917864960,4152041472,3960762368,4104953856,4058304512,4029591552,4080291840,4002881536,3876941824,3984719872,4072497152,3930476544,4194844672,4032323584,4183498752,4216872960,3935666176,3925151744,4515864576,4032102400
473,3898949632,4257632256,4115132416,3811704832,3878760448,4312563712,4026822656,3882897408,3943059456,4252975104,3999318016,4112252928,3926532096,4160548864,3969703936,4114051072,4067520512,4038569984,4089139200,4012261376,3886583808,3993694208,4081975296,3939672064,4204167168,4041367552,4192747520,4225875968,3943780352,3933786112,4525920256,4040359936
474,3908526080,4268277760,4125990912,3820707840,3888058368,4323409920,4036509696,3891851264,3950518272,4260810752,4007346176,4120498176,3934453760,4168859648,3977003008,4121620480,4076494848,4047650816,4097974272,4020350976,3894177792,4001595392,4090769408,3947614208,4214886400,4052619264,4204163072,4237660160,3955761152,3945439232,4537671680,4051910656
475,3917725696,4278128640,4135768064,3829526528,3897843712,4332814336,4046708736,3901829120,3957325824,4268380160,4013711360,4127813632,3941597184,4176576512,3984265216,4128817152,4085420032,4057210880,4107935744,4029874176,3904884736,4011909120,4100661248,3958038528,4216893440,4054482944,4206542848,4239589376,3957084160,3946258432,4540284928,4053286912
476,3918053376,4278620160,4135882752,3829932032,3898089472,4333170688,4047167488,3902144512,3957325824,4268380160,4013711360,4127813632,3941597184,4176576512,3984265216,4128817152,4095356928,4066447360,4117835776,4039921664,3913842688,4020711424,4110102528,3966763008,4216893440,4054482944,4206542848,4239589376,3957084160,3946258432,4540284928,4053286912
477,3918053376,4278620160,4135882752,3829932032,3898089472,4333170688,4047167488,3902144512,3957325824,4268380160,4013711360,4127813632,3941597184,4176576512,3984265216,4128817152,4095479808,4066746368,4118077440,4040146944,3913945088,4020989952,4110450688,3967062016,4216893440,4054482944,4206542848,4239589376,3957084160,3946258432,4540284928,4053286912
478,3918053376,4278620160,4135882752,3829932032,3898089472,4333170688,4047167488,3902144512,3957325824,4268380160,4013711360,4127813632,3941597184,4176576512,3984265216,4128817152,4095479808,4066746368,4118077440,4040146944,3913945088,4020989952,4110450688,3967062016,4216893440,4054482944,4206542848,4239589376,3957084160,3946258432,4540284928,4053286912
479,3918053376,4278620160,4135882752,3829932032,3898089472,4333170688,4047167488,3902144512,Null,Null,Null,Null,Null,Null,Null,Null,4095479808,4066746368,4118077440,4040146944,3913945088,4020989952,4110450688,3967062016,Null,Null,Null,Null,Null,Null,Null,Null
480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,4095479808,4066746368,4118077440,4040146944,3913945088,4020989952,4110450688,3967062016,Null,Null,Null,Null,Null,Null,Null,Null
